id,manifest,num,pages
3745068,https://www.digital.archives.go.jp/api/iiif/3745068/manifest.json,311-0009,77
4767663,https://www.digital.archives.go.jp/api/iiif/4767663/manifest.json,311-0180,77
4762468,https://www.digital.archives.go.jp/api/iiif/4762468/manifest.json,311-0260,77
5055805,https://www.digital.archives.go.jp/api/iiif/5055805/manifest.json,312-0080,77
5056835,https://www.digital.archives.go.jp/api/iiif/5056835/manifest.json,364-0069,77
3315874,https://www.digital.archives.go.jp/api/iiif/3315874/manifest.json,364-0078,77
5063340,https://www.digital.archives.go.jp/api/iiif/5063340/manifest.json,365-0010,77
5063428,https://www.digital.archives.go.jp/api/iiif/5063428/manifest.json,365-0026,77
5064889,https://www.digital.archives.go.jp/api/iiif/5064889/manifest.json,366-0045,77
3949730,https://www.digital.archives.go.jp/api/iiif/3949730/manifest.json,366-0065,77
5065132,https://www.digital.archives.go.jp/api/iiif/5065132/manifest.json,366-0072,77
4271164,https://www.digital.archives.go.jp/api/iiif/4271164/manifest.json,367-0012,77
5390041,https://www.digital.archives.go.jp/api/iiif/5390041/manifest.json,367-0038,77
5390797,https://www.digital.archives.go.jp/api/iiif/5390797/manifest.json,367-0110,77
5395553,https://www.digital.archives.go.jp/api/iiif/5395553/manifest.json,369-0058,77
4421718,https://www.digital.archives.go.jp/api/iiif/4421718/manifest.json,001-0017,76
4219704,https://www.digital.archives.go.jp/api/iiif/4219704/manifest.json,005-0004,76
4434540,https://www.digital.archives.go.jp/api/iiif/4434540/manifest.json,044-0007,76
4425813,https://www.digital.archives.go.jp/api/iiif/4425813/manifest.json,050-0005,76
4487262,https://www.digital.archives.go.jp/api/iiif/4487262/manifest.json,062-0001,76
4422740,https://www.digital.archives.go.jp/api/iiif/4422740/manifest.json,069-0012,76
4431372,https://www.digital.archives.go.jp/api/iiif/4431372/manifest.json,074-0013,76
4470138,https://www.digital.archives.go.jp/api/iiif/4470138/manifest.json,080-0001,76
4427602,https://www.digital.archives.go.jp/api/iiif/4427602/manifest.json,081-0002,76
4757298,https://www.digital.archives.go.jp/api/iiif/4757298/manifest.json,082-0001,76
4499302,https://www.digital.archives.go.jp/api/iiif/4499302/manifest.json,124-0003,76
4493938,https://www.digital.archives.go.jp/api/iiif/4493938/manifest.json,134-0016,76
4487879,https://www.digital.archives.go.jp/api/iiif/4487879/manifest.json,191-0002,76
3976600,https://www.digital.archives.go.jp/api/iiif/3976600/manifest.json,196-0071,76
3896773,https://www.digital.archives.go.jp/api/iiif/3896773/manifest.json,250-0004,76
1067650,https://www.digital.archives.go.jp/api/iiif/1067650/manifest.json,297-0124,76
4224260,https://www.digital.archives.go.jp/api/iiif/4224260/manifest.json,300-0211,76
584698,https://www.digital.archives.go.jp/api/iiif/584698/manifest.json,301-0030,76
4914873,https://www.digital.archives.go.jp/api/iiif/4914873/manifest.json,301-0112,76
4915127,https://www.digital.archives.go.jp/api/iiif/4915127/manifest.json,302-0055,76
4915297,https://www.digital.archives.go.jp/api/iiif/4915297/manifest.json,302-0079,76
4915473,https://www.digital.archives.go.jp/api/iiif/4915473/manifest.json,302-0088,76
4916534,https://www.digital.archives.go.jp/api/iiif/4916534/manifest.json,303-0004,76
4916968,https://www.digital.archives.go.jp/api/iiif/4916968/manifest.json,303-0202,76
4774005,https://www.digital.archives.go.jp/api/iiif/4774005/manifest.json,304-0214,76
4917910,https://www.digital.archives.go.jp/api/iiif/4917910/manifest.json,304-0276,76
4775129,https://www.digital.archives.go.jp/api/iiif/4775129/manifest.json,304-0301,76
4772000,https://www.digital.archives.go.jp/api/iiif/4772000/manifest.json,305-0082,76
3671439,https://www.digital.archives.go.jp/api/iiif/3671439/manifest.json,305-0271,76
4771891,https://www.digital.archives.go.jp/api/iiif/4771891/manifest.json,306-0228,76
4919889,https://www.digital.archives.go.jp/api/iiif/4919889/manifest.json,306-0275,76
4772544,https://www.digital.archives.go.jp/api/iiif/4772544/manifest.json,307-0071,76
4920211,https://www.digital.archives.go.jp/api/iiif/4920211/manifest.json,307-0135,76
4920375,https://www.digital.archives.go.jp/api/iiif/4920375/manifest.json,307-0174,76
4920631,https://www.digital.archives.go.jp/api/iiif/4920631/manifest.json,307-0262,76
3669774,https://www.digital.archives.go.jp/api/iiif/3669774/manifest.json,308-0095,76
5049341,https://www.digital.archives.go.jp/api/iiif/5049341/manifest.json,308-0132,76
5049499,https://www.digital.archives.go.jp/api/iiif/5049499/manifest.json,308-0181,76
3745038,https://www.digital.archives.go.jp/api/iiif/3745038/manifest.json,309-0087,76
4674736,https://www.digital.archives.go.jp/api/iiif/4674736/manifest.json,309-0115,76
4765806,https://www.digital.archives.go.jp/api/iiif/4765806/manifest.json,309-0116,76
3670321,https://www.digital.archives.go.jp/api/iiif/3670321/manifest.json,309-0183,76
5054804,https://www.digital.archives.go.jp/api/iiif/5054804/manifest.json,310-0069,76
5055007,https://www.digital.archives.go.jp/api/iiif/5055007/manifest.json,310-0134,76
4768281,https://www.digital.archives.go.jp/api/iiif/4768281/manifest.json,311-0209,76
5055522,https://www.digital.archives.go.jp/api/iiif/5055522/manifest.json,311-0276,76
5055543,https://www.digital.archives.go.jp/api/iiif/5055543/manifest.json,311-0298,76
5064843,https://www.digital.archives.go.jp/api/iiif/5064843/manifest.json,366-0039,76
3953672,https://www.digital.archives.go.jp/api/iiif/3953672/manifest.json,366-0088,76
5390742,https://www.digital.archives.go.jp/api/iiif/5390742/manifest.json,367-0097,76
5396859,https://www.digital.archives.go.jp/api/iiif/5396859/manifest.json,370-0010,76
5396899,https://www.digital.archives.go.jp/api/iiif/5396899/manifest.json,370-0013,76
4407736,https://www.digital.archives.go.jp/api/iiif/4407736/manifest.json,010-0011,75
4413870,https://www.digital.archives.go.jp/api/iiif/4413870/manifest.json,019-0004,75
4487366,https://www.digital.archives.go.jp/api/iiif/4487366/manifest.json,062-0001,75
4757010,https://www.digital.archives.go.jp/api/iiif/4757010/manifest.json,067-0005,75
4757119,https://www.digital.archives.go.jp/api/iiif/4757119/manifest.json,072-0002,75
4470134,https://www.digital.archives.go.jp/api/iiif/4470134/manifest.json,080-0001,75
4757287,https://www.digital.archives.go.jp/api/iiif/4757287/manifest.json,082-0001,75
4490925,https://www.digital.archives.go.jp/api/iiif/4490925/manifest.json,119-0007,75
4487244,https://www.digital.archives.go.jp/api/iiif/4487244/manifest.json,124-0003,75
4498494,https://www.digital.archives.go.jp/api/iiif/4498494/manifest.json,129-0003,75
4494745,https://www.digital.archives.go.jp/api/iiif/4494745/manifest.json,134-0006,75
4761970,https://www.digital.archives.go.jp/api/iiif/4761970/manifest.json,136-0007,75
4426793,https://www.digital.archives.go.jp/api/iiif/4426793/manifest.json,195-0008,75
4762817,https://www.digital.archives.go.jp/api/iiif/4762817/manifest.json,238-0001,75
1067107,https://www.digital.archives.go.jp/api/iiif/1067107/manifest.json,286-0170,75
4914801,https://www.digital.archives.go.jp/api/iiif/4914801/manifest.json,301-0028,75
595973,https://www.digital.archives.go.jp/api/iiif/595973/manifest.json,301-0060,75
588067,https://www.digital.archives.go.jp/api/iiif/588067/manifest.json,301-0063,75
4915101,https://www.digital.archives.go.jp/api/iiif/4915101/manifest.json,302-0034,75
4915143,https://www.digital.archives.go.jp/api/iiif/4915143/manifest.json,302-0058,75
4915373,https://www.digital.archives.go.jp/api/iiif/4915373/manifest.json,302-0084,75
4437863,https://www.digital.archives.go.jp/api/iiif/4437863/manifest.json,303-0125,75
4775038,https://www.digital.archives.go.jp/api/iiif/4775038/manifest.json,304-0298,75
4918036,https://www.digital.archives.go.jp/api/iiif/4918036/manifest.json,304-0305,75
4918505,https://www.digital.archives.go.jp/api/iiif/4918505/manifest.json,305-0021,75
4918636,https://www.digital.archives.go.jp/api/iiif/4918636/manifest.json,305-0041,75
1084043,https://www.digital.archives.go.jp/api/iiif/1084043/manifest.json,305-0197,75
3671938,https://www.digital.archives.go.jp/api/iiif/3671938/manifest.json,305-0248,75
4919153,https://www.digital.archives.go.jp/api/iiif/4919153/manifest.json,305-0255,75
4919390,https://www.digital.archives.go.jp/api/iiif/4919390/manifest.json,306-0147,75
3671531,https://www.digital.archives.go.jp/api/iiif/3671531/manifest.json,306-0226,75
4772786,https://www.digital.archives.go.jp/api/iiif/4772786/manifest.json,307-0092,75
3638579,https://www.digital.archives.go.jp/api/iiif/3638579/manifest.json,307-0161,75
4920575,https://www.digital.archives.go.jp/api/iiif/4920575/manifest.json,307-0202,75
5049068,https://www.digital.archives.go.jp/api/iiif/5049068/manifest.json,308-0033,75
4771338,https://www.digital.archives.go.jp/api/iiif/4771338/manifest.json,308-0110,75
5049388,https://www.digital.archives.go.jp/api/iiif/5049388/manifest.json,308-0143,75
5049584,https://www.digital.archives.go.jp/api/iiif/5049584/manifest.json,308-0214,75
4765562,https://www.digital.archives.go.jp/api/iiif/4765562/manifest.json,309-0114,75
4765775,https://www.digital.archives.go.jp/api/iiif/4765775/manifest.json,309-0116,75
4765966,https://www.digital.archives.go.jp/api/iiif/4765966/manifest.json,309-0116,75
3670251,https://www.digital.archives.go.jp/api/iiif/3670251/manifest.json,309-0146,75
3669997,https://www.digital.archives.go.jp/api/iiif/3669997/manifest.json,310-0089,75
5054978,https://www.digital.archives.go.jp/api/iiif/5054978/manifest.json,310-0129,75
5055215,https://www.digital.archives.go.jp/api/iiif/5055215/manifest.json,310-0159,75
3610773,https://www.digital.archives.go.jp/api/iiif/3610773/manifest.json,311-0083,75
3670150,https://www.digital.archives.go.jp/api/iiif/3670150/manifest.json,311-0215,75
5055525,https://www.digital.archives.go.jp/api/iiif/5055525/manifest.json,311-0276,75
5055537,https://www.digital.archives.go.jp/api/iiif/5055537/manifest.json,311-0296,75
1083677,https://www.digital.archives.go.jp/api/iiif/1083677/manifest.json,312-0102,75
1083645,https://www.digital.archives.go.jp/api/iiif/1083645/manifest.json,313-0162,75
3313585,https://www.digital.archives.go.jp/api/iiif/3313585/manifest.json,364-0078,75
3976111,https://www.digital.archives.go.jp/api/iiif/3976111/manifest.json,366-0006,75
3325648,https://www.digital.archives.go.jp/api/iiif/3325648/manifest.json,366-0055,75
5065131,https://www.digital.archives.go.jp/api/iiif/5065131/manifest.json,366-0072,75
5065551,https://www.digital.archives.go.jp/api/iiif/5065551/manifest.json,367-0009,75
5390298,https://www.digital.archives.go.jp/api/iiif/5390298/manifest.json,367-0047,75
5390633,https://www.digital.archives.go.jp/api/iiif/5390633/manifest.json,367-0081,75
5390788,https://www.digital.archives.go.jp/api/iiif/5390788/manifest.json,367-0110,75
5395398,https://www.digital.archives.go.jp/api/iiif/5395398/manifest.json,369-0033,75
5396857,https://www.digital.archives.go.jp/api/iiif/5396857/manifest.json,370-0010,75
5396875,https://www.digital.archives.go.jp/api/iiif/5396875/manifest.json,370-0010,75
5396910,https://www.digital.archives.go.jp/api/iiif/5396910/manifest.json,370-0013,75
4434617,https://www.digital.archives.go.jp/api/iiif/4434617/manifest.json,004-0002,74
4412945,https://www.digital.archives.go.jp/api/iiif/4412945/manifest.json,019-0004,74
4419577,https://www.digital.archives.go.jp/api/iiif/4419577/manifest.json,047-0002,74
4425697,https://www.digital.archives.go.jp/api/iiif/4425697/manifest.json,061-0001,74
4487765,https://www.digital.archives.go.jp/api/iiif/4487765/manifest.json,068-0010,74
4423937,https://www.digital.archives.go.jp/api/iiif/4423937/manifest.json,074-0012,74
4425791,https://www.digital.archives.go.jp/api/iiif/4425791/manifest.json,076-0007,74
4462969,https://www.digital.archives.go.jp/api/iiif/4462969/manifest.json,080-0001,74
4757348,https://www.digital.archives.go.jp/api/iiif/4757348/manifest.json,082-0001,74
4766287,https://www.digital.archives.go.jp/api/iiif/4766287/manifest.json,113-0001,74
4492267,https://www.digital.archives.go.jp/api/iiif/4492267/manifest.json,121-0001,74
4490937,https://www.digital.archives.go.jp/api/iiif/4490937/manifest.json,127-0002,74
4496812,https://www.digital.archives.go.jp/api/iiif/4496812/manifest.json,132-0004,74
4761990,https://www.digital.archives.go.jp/api/iiif/4761990/manifest.json,136-0007,74
4426673,https://www.digital.archives.go.jp/api/iiif/4426673/manifest.json,197-0015,74
4419606,https://www.digital.archives.go.jp/api/iiif/4419606/manifest.json,236-0014,74
4031484,https://www.digital.archives.go.jp/api/iiif/4031484/manifest.json,278-0206,74
4108670,https://www.digital.archives.go.jp/api/iiif/4108670/manifest.json,300-0200,74
587751,https://www.digital.archives.go.jp/api/iiif/587751/manifest.json,301-0062,74
577310,https://www.digital.archives.go.jp/api/iiif/577310/manifest.json,301-0064,74
4915228,https://www.digital.archives.go.jp/api/iiif/4915228/manifest.json,302-0071,74
4915393,https://www.digital.archives.go.jp/api/iiif/4915393/manifest.json,302-0084,74
4915646,https://www.digital.archives.go.jp/api/iiif/4915646/manifest.json,302-0124,74
4917020,https://www.digital.archives.go.jp/api/iiif/4917020/manifest.json,303-0214,74
4775065,https://www.digital.archives.go.jp/api/iiif/4775065/manifest.json,304-0298,74
4918126,https://www.digital.archives.go.jp/api/iiif/4918126/manifest.json,304-0307,74
4918529,https://www.digital.archives.go.jp/api/iiif/4918529/manifest.json,305-0022,74
4918734,https://www.digital.archives.go.jp/api/iiif/4918734/manifest.json,305-0056,74
3895487,https://www.digital.archives.go.jp/api/iiif/3895487/manifest.json,305-0254,74
4919352,https://www.digital.archives.go.jp/api/iiif/4919352/manifest.json,306-0137,74
4919490,https://www.digital.archives.go.jp/api/iiif/4919490/manifest.json,306-0181,74
4919997,https://www.digital.archives.go.jp/api/iiif/4919997/manifest.json,306-0298,74
4920105,https://www.digital.archives.go.jp/api/iiif/4920105/manifest.json,307-0078,74
4920258,https://www.digital.archives.go.jp/api/iiif/4920258/manifest.json,307-0146,74
4920372,https://www.digital.archives.go.jp/api/iiif/4920372/manifest.json,307-0174,74
4920431,https://www.digital.archives.go.jp/api/iiif/4920431/manifest.json,307-0177,74
3669504,https://www.digital.archives.go.jp/api/iiif/3669504/manifest.json,307-0241,74
5049067,https://www.digital.archives.go.jp/api/iiif/5049067/manifest.json,308-0033,74
4771335,https://www.digital.archives.go.jp/api/iiif/4771335/manifest.json,308-0108,74
5049588,https://www.digital.archives.go.jp/api/iiif/5049588/manifest.json,308-0216,74
4674706,https://www.digital.archives.go.jp/api/iiif/4674706/manifest.json,309-0115,74
4765910,https://www.digital.archives.go.jp/api/iiif/4765910/manifest.json,309-0116,74
5049735,https://www.digital.archives.go.jp/api/iiif/5049735/manifest.json,309-0123,74
4782942,https://www.digital.archives.go.jp/api/iiif/4782942/manifest.json,309-0170,74
5054567,https://www.digital.archives.go.jp/api/iiif/5054567/manifest.json,310-0030,74
5054828,https://www.digital.archives.go.jp/api/iiif/5054828/manifest.json,310-0069,74
5055212,https://www.digital.archives.go.jp/api/iiif/5055212/manifest.json,310-0159,74
5055254,https://www.digital.archives.go.jp/api/iiif/5055254/manifest.json,310-0165,74
3611034,https://www.digital.archives.go.jp/api/iiif/3611034/manifest.json,311-0195,74
3610675,https://www.digital.archives.go.jp/api/iiif/3610675/manifest.json,311-0255,74
5055527,https://www.digital.archives.go.jp/api/iiif/5055527/manifest.json,311-0276,74
581374,https://www.digital.archives.go.jp/api/iiif/581374/manifest.json,311-0289,74
1076991,https://www.digital.archives.go.jp/api/iiif/1076991/manifest.json,312-0020,74
5055757,https://www.digital.archives.go.jp/api/iiif/5055757/manifest.json,312-0067,74
3609860,https://www.digital.archives.go.jp/api/iiif/3609860/manifest.json,313-0344,74
5064882,https://www.digital.archives.go.jp/api/iiif/5064882/manifest.json,366-0042,74
3952683,https://www.digital.archives.go.jp/api/iiif/3952683/manifest.json,366-0065,74
5065627,https://www.digital.archives.go.jp/api/iiif/5065627/manifest.json,367-0024,74
5390065,https://www.digital.archives.go.jp/api/iiif/5390065/manifest.json,367-0042,74
3933747,https://www.digital.archives.go.jp/api/iiif/3933747/manifest.json,367-0104,74
5395399,https://www.digital.archives.go.jp/api/iiif/5395399/manifest.json,369-0034,74
5396854,https://www.digital.archives.go.jp/api/iiif/5396854/manifest.json,370-0010,74
5396870,https://www.digital.archives.go.jp/api/iiif/5396870/manifest.json,370-0010,74
5396893,https://www.digital.archives.go.jp/api/iiif/5396893/manifest.json,370-0013,74
4248317,https://www.digital.archives.go.jp/api/iiif/4248317/manifest.json,003-0006,73
4410582,https://www.digital.archives.go.jp/api/iiif/4410582/manifest.json,016-0002,73
4756626,https://www.digital.archives.go.jp/api/iiif/4756626/manifest.json,043-0008,73
4423814,https://www.digital.archives.go.jp/api/iiif/4423814/manifest.json,049-0016,73
4430509,https://www.digital.archives.go.jp/api/iiif/4430509/manifest.json,061-0001,73
4501159,https://www.digital.archives.go.jp/api/iiif/4501159/manifest.json,068-0001,73
4430426,https://www.digital.archives.go.jp/api/iiif/4430426/manifest.json,074-0012,73
4494834,https://www.digital.archives.go.jp/api/iiif/4494834/manifest.json,079-0003,73
4426781,https://www.digital.archives.go.jp/api/iiif/4426781/manifest.json,081-0002,73
3745368,https://www.digital.archives.go.jp/api/iiif/3745368/manifest.json,121-0002,73
4490273,https://www.digital.archives.go.jp/api/iiif/4490273/manifest.json,127-0002,73
4490941,https://www.digital.archives.go.jp/api/iiif/4490941/manifest.json,129-0003,73
4487688,https://www.digital.archives.go.jp/api/iiif/4487688/manifest.json,189-0002,73
4435274,https://www.digital.archives.go.jp/api/iiif/4435274/manifest.json,191-0020,73
4422968,https://www.digital.archives.go.jp/api/iiif/4422968/manifest.json,192-0004,73
4429568,https://www.digital.archives.go.jp/api/iiif/4429568/manifest.json,194-0012,73
4425827,https://www.digital.archives.go.jp/api/iiif/4425827/manifest.json,196-0005,73
4420989,https://www.digital.archives.go.jp/api/iiif/4420989/manifest.json,238-0004,73
1073732,https://www.digital.archives.go.jp/api/iiif/1073732/manifest.json,275-0200,73
4108674,https://www.digital.archives.go.jp/api/iiif/4108674/manifest.json,300-0200,73
585054,https://www.digital.archives.go.jp/api/iiif/585054/manifest.json,301-0059,73
593853,https://www.digital.archives.go.jp/api/iiif/593853/manifest.json,301-0061,73
584439,https://www.digital.archives.go.jp/api/iiif/584439/manifest.json,301-0062,73
587950,https://www.digital.archives.go.jp/api/iiif/587950/manifest.json,301-0063,73
4770135,https://www.digital.archives.go.jp/api/iiif/4770135/manifest.json,301-0091,73
595651,https://www.digital.archives.go.jp/api/iiif/595651/manifest.json,301-0144,73
4915238,https://www.digital.archives.go.jp/api/iiif/4915238/manifest.json,302-0072,73
4915365,https://www.digital.archives.go.jp/api/iiif/4915365/manifest.json,302-0084,73
4916498,https://www.digital.archives.go.jp/api/iiif/4916498/manifest.json,303-0003,73
4916523,https://www.digital.archives.go.jp/api/iiif/4916523/manifest.json,303-0004,73
4917034,https://www.digital.archives.go.jp/api/iiif/4917034/manifest.json,303-0217,73
4917234,https://www.digital.archives.go.jp/api/iiif/4917234/manifest.json,303-0264,73
4775043,https://www.digital.archives.go.jp/api/iiif/4775043/manifest.json,304-0298,73
4918316,https://www.digital.archives.go.jp/api/iiif/4918316/manifest.json,305-0001,73
4918671,https://www.digital.archives.go.jp/api/iiif/4918671/manifest.json,305-0049,73
1078129,https://www.digital.archives.go.jp/api/iiif/1078129/manifest.json,305-0188,73
4772278,https://www.digital.archives.go.jp/api/iiif/4772278/manifest.json,305-0281,73
4919704,https://www.digital.archives.go.jp/api/iiif/4919704/manifest.json,306-0243,73
4919926,https://www.digital.archives.go.jp/api/iiif/4919926/manifest.json,306-0276,73
4772462,https://www.digital.archives.go.jp/api/iiif/4772462/manifest.json,307-0027,73
4920174,https://www.digital.archives.go.jp/api/iiif/4920174/manifest.json,307-0121,73
3669004,https://www.digital.archives.go.jp/api/iiif/3669004/manifest.json,307-0167,73
4920562,https://www.digital.archives.go.jp/api/iiif/4920562/manifest.json,307-0198,73
3669194,https://www.digital.archives.go.jp/api/iiif/3669194/manifest.json,307-0234,73
5048986,https://www.digital.archives.go.jp/api/iiif/5048986/manifest.json,307-0285,73
3669596,https://www.digital.archives.go.jp/api/iiif/3669596/manifest.json,308-0095,73
5049494,https://www.digital.archives.go.jp/api/iiif/5049494/manifest.json,308-0180,73
5049673,https://www.digital.archives.go.jp/api/iiif/5049673/manifest.json,309-0057,73
4765769,https://www.digital.archives.go.jp/api/iiif/4765769/manifest.json,309-0116,73
5049723,https://www.digital.archives.go.jp/api/iiif/5049723/manifest.json,309-0122,73
5054406,https://www.digital.archives.go.jp/api/iiif/5054406/manifest.json,310-0007,73
5054446,https://www.digital.archives.go.jp/api/iiif/5054446/manifest.json,310-0027,73
1076297,https://www.digital.archives.go.jp/api/iiif/1076297/manifest.json,310-0106,73
1078533,https://www.digital.archives.go.jp/api/iiif/1078533/manifest.json,310-0173,73
5055394,https://www.digital.archives.go.jp/api/iiif/5055394/manifest.json,311-0062,73
4762466,https://www.digital.archives.go.jp/api/iiif/4762466/manifest.json,311-0260,73
581270,https://www.digital.archives.go.jp/api/iiif/581270/manifest.json,311-0289,73
5055603,https://www.digital.archives.go.jp/api/iiif/5055603/manifest.json,312-0009,73
5055750,https://www.digital.archives.go.jp/api/iiif/5055750/manifest.json,312-0066,73
5055773,https://www.digital.archives.go.jp/api/iiif/5055773/manifest.json,312-0069,73
5057059,https://www.digital.archives.go.jp/api/iiif/5057059/manifest.json,364-0117,73
5063911,https://www.digital.archives.go.jp/api/iiif/5063911/manifest.json,366-0009,73
5064790,https://www.digital.archives.go.jp/api/iiif/5064790/manifest.json,366-0032,73
5065198,https://www.digital.archives.go.jp/api/iiif/5065198/manifest.json,366-0073,73
4016730,https://www.digital.archives.go.jp/api/iiif/4016730/manifest.json,367-0028,73
5390012,https://www.digital.archives.go.jp/api/iiif/5390012/manifest.json,367-0034,73
3932936,https://www.digital.archives.go.jp/api/iiif/3932936/manifest.json,367-0099,73
5396865,https://www.digital.archives.go.jp/api/iiif/5396865/manifest.json,370-0010,73
5396906,https://www.digital.archives.go.jp/api/iiif/5396906/manifest.json,370-0013,73
4430755,https://www.digital.archives.go.jp/api/iiif/4430755/manifest.json,004-0001,72
4409654,https://www.digital.archives.go.jp/api/iiif/4409654/manifest.json,015-0013,72
4419574,https://www.digital.archives.go.jp/api/iiif/4419574/manifest.json,047-0002,72
4421948,https://www.digital.archives.go.jp/api/iiif/4421948/manifest.json,049-0016,72
4501359,https://www.digital.archives.go.jp/api/iiif/4501359/manifest.json,068-0009,72
4757149,https://www.digital.archives.go.jp/api/iiif/4757149/manifest.json,072-0004,72
4757176,https://www.digital.archives.go.jp/api/iiif/4757176/manifest.json,073-0007,72
4427691,https://www.digital.archives.go.jp/api/iiif/4427691/manifest.json,076-0007,72
4425842,https://www.digital.archives.go.jp/api/iiif/4425842/manifest.json,081-0001,72
4757341,https://www.digital.archives.go.jp/api/iiif/4757341/manifest.json,082-0001,72
4766293,https://www.digital.archives.go.jp/api/iiif/4766293/manifest.json,113-0001,72
4470312,https://www.digital.archives.go.jp/api/iiif/4470312/manifest.json,125-0001,72
4480882,https://www.digital.archives.go.jp/api/iiif/4480882/manifest.json,132-0004,72
4761972,https://www.digital.archives.go.jp/api/iiif/4761972/manifest.json,136-0007,72
4487792,https://www.digital.archives.go.jp/api/iiif/4487792/manifest.json,189-0002,72
4418662,https://www.digital.archives.go.jp/api/iiif/4418662/manifest.json,236-0014,72
4430419,https://www.digital.archives.go.jp/api/iiif/4430419/manifest.json,259-0002,72
4225160,https://www.digital.archives.go.jp/api/iiif/4225160/manifest.json,300-0142,72
584766,https://www.digital.archives.go.jp/api/iiif/584766/manifest.json,301-0030,72
585231,https://www.digital.archives.go.jp/api/iiif/585231/manifest.json,301-0059,72
588854,https://www.digital.archives.go.jp/api/iiif/588854/manifest.json,301-0064,72
578078,https://www.digital.archives.go.jp/api/iiif/578078/manifest.json,301-0148,72
4915137,https://www.digital.archives.go.jp/api/iiif/4915137/manifest.json,302-0058,72
4915372,https://www.digital.archives.go.jp/api/iiif/4915372/manifest.json,302-0084,72
4916537,https://www.digital.archives.go.jp/api/iiif/4916537/manifest.json,303-0004,72
4917241,https://www.digital.archives.go.jp/api/iiif/4917241/manifest.json,303-0264,72
4775112,https://www.digital.archives.go.jp/api/iiif/4775112/manifest.json,304-0299,72
4775164,https://www.digital.archives.go.jp/api/iiif/4775164/manifest.json,304-0315,72
4918561,https://www.digital.archives.go.jp/api/iiif/4918561/manifest.json,305-0026,72
4919161,https://www.digital.archives.go.jp/api/iiif/4919161/manifest.json,305-0277,72
4771414,https://www.digital.archives.go.jp/api/iiif/4771414/manifest.json,306-0179,72
4919721,https://www.digital.archives.go.jp/api/iiif/4919721/manifest.json,306-0250,72
4772441,https://www.digital.archives.go.jp/api/iiif/4772441/manifest.json,307-0022,72
4772485,https://www.digital.archives.go.jp/api/iiif/4772485/manifest.json,307-0037,72
1077881,https://www.digital.archives.go.jp/api/iiif/1077881/manifest.json,307-0125,72
4920468,https://www.digital.archives.go.jp/api/iiif/4920468/manifest.json,307-0186,72
4920586,https://www.digital.archives.go.jp/api/iiif/4920586/manifest.json,307-0211,72
3669495,https://www.digital.archives.go.jp/api/iiif/3669495/manifest.json,307-0239,72
3744080,https://www.digital.archives.go.jp/api/iiif/3744080/manifest.json,307-0258,72
3743245,https://www.digital.archives.go.jp/api/iiif/3743245/manifest.json,308-0060,72
577208,https://www.digital.archives.go.jp/api/iiif/577208/manifest.json,308-0117,72
5049385,https://www.digital.archives.go.jp/api/iiif/5049385/manifest.json,308-0143,72
5049508,https://www.digital.archives.go.jp/api/iiif/5049508/manifest.json,308-0185,72
3745233,https://www.digital.archives.go.jp/api/iiif/3745233/manifest.json,309-0087,72
4674720,https://www.digital.archives.go.jp/api/iiif/4674720/manifest.json,309-0115,72
4765772,https://www.digital.archives.go.jp/api/iiif/4765772/manifest.json,309-0116,72
5049872,https://www.digital.archives.go.jp/api/iiif/5049872/manifest.json,309-0150,72
4782939,https://www.digital.archives.go.jp/api/iiif/4782939/manifest.json,309-0169,72
5049937,https://www.digital.archives.go.jp/api/iiif/5049937/manifest.json,309-0194,72
5055112,https://www.digital.archives.go.jp/api/iiif/5055112/manifest.json,310-0153,72
5055426,https://www.digital.archives.go.jp/api/iiif/5055426/manifest.json,311-0110,72
3745244,https://www.digital.archives.go.jp/api/iiif/3745244/manifest.json,311-0257,72
5055743,https://www.digital.archives.go.jp/api/iiif/5055743/manifest.json,312-0065,72
5055767,https://www.digital.archives.go.jp/api/iiif/5055767/manifest.json,312-0068,72
5056941,https://www.digital.archives.go.jp/api/iiif/5056941/manifest.json,364-0077,72
5063372,https://www.digital.archives.go.jp/api/iiif/5063372/manifest.json,365-0013,72
5064821,https://www.digital.archives.go.jp/api/iiif/5064821/manifest.json,366-0034,72
5064955,https://www.digital.archives.go.jp/api/iiif/5064955/manifest.json,366-0054,72
5065028,https://www.digital.archives.go.jp/api/iiif/5065028/manifest.json,366-0063,72
5065129,https://www.digital.archives.go.jp/api/iiif/5065129/manifest.json,366-0072,72
4271167,https://www.digital.archives.go.jp/api/iiif/4271167/manifest.json,367-0012,72
5390598,https://www.digital.archives.go.jp/api/iiif/5390598/manifest.json,367-0075,72
5390741,https://www.digital.archives.go.jp/api/iiif/5390741/manifest.json,367-0097,72
5395277,https://www.digital.archives.go.jp/api/iiif/5395277/manifest.json,369-0022,72
5396913,https://www.digital.archives.go.jp/api/iiif/5396913/manifest.json,370-0013,72
4433664,https://www.digital.archives.go.jp/api/iiif/4433664/manifest.json,006-0008,71
4412944,https://www.digital.archives.go.jp/api/iiif/4412944/manifest.json,019-0004,71
4423821,https://www.digital.archives.go.jp/api/iiif/4423821/manifest.json,049-0016,71
4410140,https://www.digital.archives.go.jp/api/iiif/4410140/manifest.json,057-0003,71
4423939,https://www.digital.archives.go.jp/api/iiif/4423939/manifest.json,074-0012,71
